title,city,country,apartment_type,district,guests,bedrooms,beds,baths,amenities,price,rating,reviews,is_superhost,listing_url,image_url
★★★ Bright loft with terrace in the heart of Bcn,Barcelona,Spain,Private room,El Poble-sec,4,1,2,1 private bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",82,4.86,57,FALSE,https://www.airbnb.com/rooms/8038735?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=2c17b08f-e350-461a-83ba-61bb03622cbc,https://a0.muscache.com/im/pictures/68f4e89b-8830-48d5-90ec-22eeb47e00c0.jpg?im_w=720
DUPLEX WITH TERRACE IN RAVAL,Barcelona,Spain,Entire apartment,Ciutat Vella,6,2,4,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",173,4.89,151,TRUE,https://www.airbnb.com/rooms/2469747?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2c17b08f-e350-461a-83ba-61bb03622cbc,https://a0.muscache.com/im/pictures/98181050/aa815923_original.jpg?im_w=720
City Center Double Room Balcony Shared Bathroom,Barcelona,Spain,Hotel room,Dreta de l'Eixample,2,1,1,2 baths,"['Wifi', 'Air conditioning']",52,4.55,180,FALSE,https://www.airbnb.com/rooms/26916773?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2c17b08f-e350-461a-83ba-61bb03622cbc,https://a0.muscache.com/im/pictures/a07a5237-8d10-4df8-8f12-7262aa915c33.jpg?im_w=720
Cosy room located in Example´s golden square,Barcelona,Spain,Private room,La Nova Esquerra de l'Eixample,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",58,4.96,105,TRUE,https://www.airbnb.com/rooms/27810152?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2c17b08f-e350-461a-83ba-61bb03622cbc,https://a0.muscache.com/im/pictures/a2f32374-e097-4d6f-8332-8c94a4c491e6.jpg?im_w=720
UniqueStay - Barceloneta Design Studio 02,Barcelona,Spain,Entire guest suite,Ciutat Vella,3,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",114,,,FALSE,https://www.airbnb.com/rooms/49203263?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/ed529558-fb9b-4481-9245-ff5fa8a66a16.jpg?im_w=720
Penthouse with views in Barcelona center-WIFI,Barcelona,Spain,Entire apartment,Eixample,6,2,5,1 bath,"['Wifi', 'Kitchen', 'Washer']",89,4.68,415,TRUE,https://www.airbnb.com/rooms/2439919?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/33994031/c2a8bed1_original.jpg?im_w=720
Deluxe Family Room - Barcelona Rambla,Barcelona,Spain,Hotel room,Ciutat Vella,4,1,2,1 bath,"['Wifi', 'Air conditioning']",124,4.54,74,FALSE,https://www.airbnb.com/rooms/38342668?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/ff3a5095-ee3c-4300-9fd5-8ababacfec7f.jpg?im_w=720
"Large room for 3 with balcony,center near beach 3",Barcelona,Spain,Private room,Ciutat Vella,3,1,3,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",47,4.36,22,FALSE,https://www.airbnb.com/rooms/43924637?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/9fbf66ee-b860-43a5-a51b-a52a1a28d90d.jpg?im_w=720
OLA LIVING BORN 3,Barcelona,Spain,Entire apartment,Ciutat Vella,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Air conditioning']",95,4.34,38,FALSE,https://www.airbnb.com/rooms/44030370?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/e898ec72-d7c9-44e2-bd85-52902be0464c.jpg?im_w=720
Plz REAL (Sq) kIT,Barcelona,Spain,Private room,Ciutat Vella,2,1,1,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",61,4.61,731,FALSE,https://www.airbnb.com/rooms/1098571?adults=1&children=0&infants=0&check_in=2021-06-25&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/382273c0-2090-432c-889b-bbeaa20da65d.jpg?im_w=720
"Room. Large terrace, sea view & pool.",Barcelona,Spain,Private room,Badalona,2,1,2,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",49,5,14,TRUE,https://www.airbnb.com/rooms/41911563?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/a3645a93-7843-4a84-8020-44c566304969.jpg?im_w=720
Exterior room**Balcony**AC**5 min to La Rambla,Barcelona,Spain,Private room,La Nova Esquerra de l'Eixample,2,1,1.5,,"['Wifi', 'Kitchen', 'Air conditioning']",35,4.83,6,FALSE,https://www.airbnb.com/rooms/44824031?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/65442c83-2e80-4a70-9413-8ae9ceb70060.jpg?im_w=720
Port Forum lovely wooden boat 2 bikes included!!!,Barcelona,Spain,Boat,Sant Martí,2,1,1,Half-bath,['Kitchen'],65,4.29,227,FALSE,https://www.airbnb.com/rooms/3165271?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/41751401/0ddd88f8_original.jpg?im_w=720
One Bedroom Apartment,Barcelona,Spain,Entire apartment,Sant Martí,2,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",97,4.69,55,FALSE,https://www.airbnb.com/rooms/35178898?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/11468993-729d-4376-9652-5b1db69032b4.jpg?im_w=720
Technocasa,Barcelona,Spain,Private room,Ciutat Vella,1,Studio,2,1 shared bath,"['Wifi', 'Kitchen', 'Washer']",38,,,FALSE,https://www.airbnb.com/rooms/28953877?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/9b7c4dc0-289d-427d-8e88-49aadb9aeb79.jpg?im_w=720
"Cozy Bright & Centric (Ramblas), Leafy Terrace",Barcelona,Spain,Private room,Ciutat Vella,4,2,2,2 shared baths,"['Wifi', 'Kitchen', 'Washer']",86,4.92,87,TRUE,https://www.airbnb.com/rooms/22441576?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/a456bc3f-b16d-490f-b72d-f4b3d3820a79.jpg?im_w=720
Fabulous room for three/Private Bathroom/Gotico,Barcelona,Spain,Private room,Sant Martí,3,1,0,1 private bath,"['Wifi', 'Kitchen', 'Air conditioning']",39,,,FALSE,https://www.airbnb.com/rooms/45373714?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/miso/Hosting-45373714/original/48e96162-360b-428c-a65a-f59865e768d5.jpeg?im_w=720
Great studio in centre-top location w/ balcony,Barcelona,Spain,Entire apartment,Ciutat Vella,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Air conditioning']",123,4,4,FALSE,https://www.airbnb.com/rooms/45265578?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/752efbae-8b81-4ea9-9bbc-0ac37cadbef3.jpg?im_w=720
"Fresh, Relaxing Studio at Iconic Las Ramblas",Barcelona,Spain,Entire loft,Ciutat Vella,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",136,4.87,162,TRUE,https://www.airbnb.com/rooms/plus/24978503?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/24be8ca7-38a3-4438-a41e-91b71ce743d1.jpg?im_w=720
Confortable Double Room In Barcelona,Barcelona,Spain,Private room,El Bon Pastor,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",35,4.54,24,FALSE,https://www.airbnb.com/rooms/36730185?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/2f7497c3-539b-4706-bb11-50dec69cf99c.jpg?im_w=720
L'AUDITORI,Barcelona,Spain,Entire apartment,Eixample,7,4,5,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",100,4.49,238,FALSE,https://www.airbnb.com/rooms/11755206?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/89774aae-8555-4dc0-83ce-391341c56242.jpg?im_w=720
Small room & private bathroom near Sagrada Familia,Barcelona,Spain,Private room,Dreta de l'Eixample,2,1,1,1 private bath,"['Wifi', 'Kitchen', 'Washer']",44,4.73,82,TRUE,https://www.airbnb.com/rooms/25698583?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/miso/Hosting-25698583/original/655f9a7e-0da9-492a-9bdd-f43a7e8bbc07.jpeg?im_w=720
Double Room in center of Barcelona,Barcelona,Spain,Private room,La Sagrada Família,2,1,1,1 shared bath,['Wifi'],26,4.34,134,FALSE,https://www.airbnb.com/rooms/20687928?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/429a9871-8c31-475f-b1d1-13b79f062a39.jpg?im_w=720
Room in the city centre near Sagrada Familia!,Barcelona,Spain,Private room,La Sagrada Família,2,1,1,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",30,,,FALSE,https://www.airbnb.com/rooms/42862794?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=47d2f98f-72c1-421f-8475-f42ab8efc56b,https://a0.muscache.com/im/pictures/5f130f88-2ad7-42ac-beb8-f9620f58d83b.jpg?im_w=720
Encantador apartamento cerca Parc Güell y metro,Barcelona,Spain,Entire apartment,El Coll,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",100,5,10,TRUE,https://www.airbnb.com/rooms/38841896?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/miso/Hosting-38841896/original/86965dbf-2493-420a-aec1-f021e03ce7cf.jpeg?im_w=720
"RAMBLAS, GOTHIC QUARTER APARTMENTS BY THE5VESOUL.1",Barcelona,Spain,Entire serviced apartment,Ciutat Vella,4,1,3,1 bath,"['Wifi', 'Kitchen', 'Air conditioning']",119,4.89,19,TRUE,https://www.airbnb.com/rooms/37276332?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/7e2f8a2e-081a-464a-968f-9aeedf02950c.jpg?im_w=720
Modern Suit-Jacuzzi Room near Camp Nou,Barcelona,Spain,Private room,Les Corts,2,1,1,1 private bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",72,4.78,27,TRUE,https://www.airbnb.com/rooms/41716286?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/c56a1165-68c9-4c88-953b-db1e796b14cd.jpg?im_w=720
Brigthly Room Center,Barcelona,Spain,Private room,Ciutat Vella,2,1,1.5,,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",47,,,FALSE,https://www.airbnb.com/rooms/42950462?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/7668fd4f-a5cf-49b1-90fa-a08fe339efa3.jpg?im_w=720
DOuble ROOm NExt To Metro stEP FRom tHe BeaCH,Barcelona,Spain,Private room,Badalona,2,1,0,1 shared bath,"['Wifi', 'Kitchen']",26,,,FALSE,https://www.airbnb.com/rooms/48415411?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/miso/Hosting-48415411/original/68c31652-b29d-497d-90e0-304cb3ad72cb.jpeg?im_w=720
Batllo Luxury in prime location,Barcelona,Spain,Entire apartment,Dreta de l'Eixample,7,3,5,3 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",281,4.72,300,FALSE,https://www.airbnb.com/rooms/1647351?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/34275216/322a2bb0_original.jpg?im_w=720
Habitación individual cerca a sagrada familia,Barcelona,Spain,Private room,La Sagrada Família,1,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer']",31,,,FALSE,https://www.airbnb.com/rooms/49205565?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/bec01750-18e4-4409-ad10-e7fad39978bd.jpg?im_w=720
Comfortable Apartment in the Heart of Gràcia,Barcelona,Spain,Entire apartment,Vila de Gràcia,4,2,4,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",104,4.57,115,FALSE,https://www.airbnb.com/rooms/29184270?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/cfce2e1f-5810-4fc7-9958-9be42b253633.jpg?im_w=720
Cozy Single Room for Solo travel in<3 Barcelona,Barcelona,Spain,Private room,El Poble-sec,1,1,0,1 shared bath,"['Wifi', 'Kitchen']",24,4.78,9,TRUE,https://www.airbnb.com/rooms/47356851?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/acf8f7a6-3a56-45ba-b4b5-c36126d88c2e.jpg?im_w=720
Beautiful & Central flat near Sagrada Familia,Barcelona,Spain,Entire apartment,Dreta de l'Eixample,7,3,3,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",139,4.75,102,FALSE,https://www.airbnb.com/rooms/20626518?adults=1&children=0&infants=0&check_in=2021-06-18&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-20626518-unapproved/original/d10b72fc-04ef-47b9-9738-f127cbc809e5.JPEG?im_w=720
Habitación privada con baño y ventana para terraza,Barcelona,Spain,Private room,Dreta de l'Eixample,2,1,1,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",46,,,FALSE,https://www.airbnb.com/rooms/48587440?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/8c6d504e-79c1-4ed6-94c6-5b8bbfe9aae5.jpg?im_w=720
Gracia - Sagrada Familia. 3 bd. 6p,Barcelona,Spain,Entire apartment,Camp d'en Grassot i Gràcia Nova,6,3,3,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",117,4.72,317,FALSE,https://www.airbnb.com/rooms/982915?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/miso/Hosting-982915/original/85dabddc-fc2d-4c77-b707-f8b1d2d449ef.jpeg?im_w=720
excelente room doble/TV/terraza plaza España/sants,Barcelona,Spain,Private room,L'Antiga Esquerra de l'Eixample,2,1,1,2 shared baths,"['Wifi', 'Kitchen']",30,4.95,153,TRUE,https://www.airbnb.com/rooms/31145711?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/1fa4f9cf-1e4e-43bd-8124-503f4a1557fd.jpg?im_w=720
Bright and roomy flat city center,Barcelona,Spain,Entire apartment,Eixample,6,4,6,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",101,4.58,269,FALSE,https://www.airbnb.com/rooms/10978474?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/335b039e-6391-4c74-b160-8d08d479b924.jpg?im_w=720
Comfortable 4 rooms 2Bath w balcony,Barcelona,Spain,Entire apartment,Eixample,6,4,5,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",117,4.5,235,FALSE,https://www.airbnb.com/rooms/14021579?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/84011ba9-f179-499c-881e-c90e34c722d7.jpg?im_w=720
Estudio Barcelona DZ,Barcelona,Spain,Entire loft,La Maternitat i Sant Ramon,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Air conditioning']",66,,,FALSE,https://www.airbnb.com/rooms/49385961?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/28c38ba2-82a2-4a07-92de-2a33379ab4d0.jpg?im_w=720
Great Apartment in Gracia Barcelona center!,Barcelona,Spain,Entire apartment,Vila de Gràcia,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",120,4.88,85,TRUE,https://www.airbnb.com/rooms/31758760?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/3fe48e52-2291-49eb-9a30-c40f630e00b2.jpg?im_w=720
Vintage Concept Flat in Chic Neighbourhood,Barcelona,Spain,Entire apartment,Dreta de l'Eixample,5,1,3,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",164,4.85,389,TRUE,https://www.airbnb.com/rooms/plus/2896610?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/ee20f68e-8aac-4c8e-820b-b579b189a47d.jpg?im_w=720
Big double room in city center,Barcelona,Spain,Private room,Ciutat Vella,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer']",35,5,3,FALSE,https://www.airbnb.com/rooms/38012749?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/54b50ac8-8472-404b-9865-a6429c58ccb2.jpg?im_w=720
Small cozy room in the heart of Poble Sec,Barcelona,Spain,Private room,El Poble-sec,1,1,1,1 shared bath,"['Kitchen', 'Washer']",23,,,FALSE,https://www.airbnb.com/rooms/48308538?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=4b4c7a7e-a9dc-47bb-b465-811db41c6590,https://a0.muscache.com/im/pictures/aab2adc1-264f-4506-8b79-540dadb9c37a.jpg?im_w=720
Double room with balcony in Hotel Praktik Bakery,Barcelona,Spain,Hotel room,Dreta de l'Eixample,2,1,1,1 private bath,"['Wifi', 'Air conditioning']",84,,,FALSE,https://www.airbnb.com/rooms/47043666?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/miso/Hosting-47043666/original/d1edfe1e-63b3-4634-82cb-8ebfd7cabab3.jpeg?im_w=720
"Luxury 2 Bed, 3 Bath Apt + Terrace",Barcelona,Spain,Entire serviced apartment,La Nova Esquerra de l'Eixample,4,2,3,3 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",339,4.88,41,TRUE,https://www.airbnb.com/rooms/4349376?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/54622655/db74e5e8_original.jpg?im_w=720
"Authentic Vintage Home ¨El patio de Gràcia""",Barcelona,Spain,Entire apartment,Vila de Gràcia,6,3,4,1 bath,"['Wifi', 'Kitchen', 'Washer']",170,4.83,220,TRUE,https://www.airbnb.com/rooms/357576?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/a5fd9a4d-b984-40ab-ac22-a6f240c56c3e.jpg?im_w=720
RAMBLA CATALUNYA SUN GAUDI (Deinfection cleaning),Barcelona,Spain,Entire apartment,Dreta de l'Eixample,4,1,2,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",116,4.54,132,FALSE,https://www.airbnb.com/rooms/823272?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/11805899/dfd04c1d_original.jpg?im_w=720
City Center Tranquility,Barcelona,Spain,Entire apartment,El Poble-sec,6,3,4,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",76,4.6,159,FALSE,https://www.airbnb.com/rooms/2910491?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/0e315103-0d6c-4015-b3d9-6383506319cd.jpg?im_w=720
"Traditional GRACIA, city center, terrace & lift",Barcelona,Spain,Entire apartment,Vila de Gràcia,6,2,3,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",96,4.19,17,FALSE,https://www.airbnb.com/rooms/31986677?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/c779316f-fd83-4403-9907-bc37da224299.jpg?im_w=720
SMALL COZY ROOM IN A DUPLEX CLOSE TO SANTS ESTACIO,Barcelona,Spain,Private room,Sants-Montjuïc,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",20,4.25,4,FALSE,https://www.airbnb.com/rooms/38350719?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/2b39cb4c-3b9a-423e-b46a-1ee9ea227b79.jpg?im_w=720
"3 Rooms Apartment, Ronda Univeristat",Barcelona,Spain,Entire apartment,Dreta de l'Eixample,6,3,4,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",118,,,FALSE,https://www.airbnb.com/rooms/26212168?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/923c7a49-a5e5-413b-a5dc-592be0af4533.jpg?im_w=720
Beautiful Apartment Only 20 mins from City Center,Barcelona,Spain,Entire apartment,Sants-Montjuïc,4,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",71,4.7,205,FALSE,https://www.airbnb.com/rooms/15014602?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/344101aa-45d4-424b-9431-cc3034791416.jpg?im_w=720
Acogedora habitación facil acceso 3,Barcelona,Spain,Private room,La Maternitat i Sant Ramon,1,1,1,1 shared bath,"['Kitchen', 'Air conditioning']",20,4.59,115,TRUE,https://www.airbnb.com/rooms/15966655?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/d02eb642-bc2e-4830-a148-6e5d0916f43d.jpg?im_w=720
"Private Loft with private access, in the Borne",Barcelona,Spain,Entire loft,Ciutat Vella,2,Studio,2,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",94,5,4,FALSE,https://www.airbnb.com/rooms/40888781?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/875a08ca-07b8-49d5-8544-61a2ddb3b956.jpg?im_w=720
